"configuration","problem","model","data_file","status","time","nClauses","boolVariables","peakDepth","propagators","initTime","variables","bimanderTotalOffset","solveTime","run","error","optTime","flatTime","objective","nSolutions","bimanderCount","nogoods","failures","paths","peakMem","method","restarts","intVars","backjumps","bimanderTotalAbsoluteBalance","nClauseVariables","baseMem","nodes","flatBoolConstraints","trailMem","flatIntVars","nVariables","bimanderTotalM","flatBoolVars","bimanderTotalN","randomSeed","flatIntConstraints","evaluatedHalfReifiedConstraints","propagations","processFlatZincTime","solutions"
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","602.4005191372707","4255","","","","","","0","600.1382","raw","","","2.08086","4293","2","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0136",""
"chuffed","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","0.324395552277565","","15150","118","360","0.022","16097","","0.038","raw","","0.038","0.10579","2602","13","","45","45","0","0.0","minimize","13","945","140","","","0.0","1173","","0.42","650","","","","","1638168568","714","","20014","",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","OPTIMAL_SOLUTION","7.867783719673753","24634","","","","","","0","4.7093","raw","","","2.62156","9840","7","0","","","0","","minimize","","","","0","36079","","","15100","","17526","11585","0","11129","0","","17525","","","0.079",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","13.064473140053451","10157","","","","","","0","11.057","raw","","","1.74476","2602","2","0","","","0","","minimize","","","","0","15103","","","5715","","8193","4774","0","4717","0","","8192","12","","0.0298",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","11.089325117878616","9334","","","","","","0","9.661","raw","","","1.22271","1041","2","0","","","0","","minimize","","","","0","12121","","","4834","","8267","4545","0","4395","0","","8266","10","","0.0338",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","OPTIMAL_SOLUTION","0.35064514447003603","","65335","100","190","0.068","65863","","0.045","raw","","0.043","0.132882","2346","3","","7","7","0","0.0","minimize","3","526","118","","","0.0","364","","0.28","508","","","","","1638160797","374","","3618","",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","SATISFIED","603.3524184385315","39242","","","","","","0","600.2062","raw","","","2.55854","3575","2","0","","","0","","minimize","","","","0","70018","","","28804","","20436","16703","0","16567","0","","20435","","","0.1178",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","3.5463724369183183","29101","","","","","","0","0.9728","raw","","","2.0767","1605","6","0","","","0","","minimize","","","","0","46279","","","19193","","18448","13081","0","12701","0","","18447","","","0.0831",""
"picat_sat","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","33.74063088838011","","","","","","","","33.53545625228435","raw","","","0.105443","3102","8","","","","0","","minimize","","","","","","","","","","671","","","","","","674","","","0.09973163609576226",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","5.153313525952399","23423","","","","","","0","2.7195","raw","","","2.00029","3150","12","0","","","0","","minimize","","","","0","27605","","","11736","","21684","11575","0","11192","0","","21683","14","","0.0674",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","6.34502231515944","39836","","","","","","0","1.9331","raw","","","3.58347","5378","2","0","","","0","","minimize","","","","0","42518","","","20276","","39184","19797","0","19839","0","","39183","6","","0.1303",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","OPTIMAL_SOLUTION","3.2831072015687823","18005","","","","","","0","1.1357","raw","","","1.79178","1246","11","0","","","0","","minimize","","","","0","20953","","","9157","","16972","8907","0","8764","0","","16971","10","","0.0608",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","0.32411293033510447","","34611","65","116","0.038","34973","","0.056","raw","","0.054","0.121753","3500","7","","31","31","0","0.0","minimize","7","360","113","","","0.0","517","","0.19","456","","","","","1638161066","226","","8354","",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","4.293027434498072","17853","","","","","","0","1.4233","raw","","","2.45743","3102","10","0","","","0","","minimize","","","","0","21655","","","9576","","16518","8658","0","8737","0","","16517","8","","0.0598",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","602.1895950501785","4255","","","","","","0","600.1335","raw","","","1.88313","7425","2","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0147",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","0.3814951106905937","","23154","79","150","0.026","23568","","0.088","raw","","0.087","0.095581","2700","24","","134","134","0","0.0","minimize","25","412","686","","","0.0","2169","","0.42","356","","","","","1638166557","294","","27445","",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.263301841914654","22050","","","","","","0","0.6375","raw","","","1.31951","841","8","0","","","0","","minimize","","","","0","44654","","","17595","","8267","8915","0","8695","0","","8266","","","0.065199",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","3.510923257097602","22050","","","","","","0","1.8521","raw","","","1.35699","841","2","0","","","0","","minimize","","","","0","44654","","","17595","","8267","8915","0","8695","0","","8266","","","0.0673",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","608.5303512960672","105179","","","","","","0","600.3701","raw","","","6.59687","5096","2","0","","","0","","minimize","","","","0","174926","","","73079","","62997","45868","0","45479","0","","62996","","","0.2838",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","205.91773537267","16722","","","","","","0","204.0904","raw","","","1.5069","2456","2","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0505",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","77.94010559748858","3079","","","","","","0","76.3903","raw","","","1.36935","5378","27","0","","","0","","minimize","","","","0","8656","","","1988","","2114","1328","0","1370","0","","2113","270","","0.0103",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","7.9022002927958965","17795","","","","","","0","5.5714","raw","","","1.98359","1708","2","0","","","0","","minimize","","","","0","21231","","","9306","","16689","8690","0","8669","0","","16688","8","","0.0584",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","5.1668723449110985","17795","","","","","","0","2.803","raw","","","1.99866","1708","22","0","","","0","","minimize","","","","0","21231","","","9306","","16689","8690","0","8669","0","","16688","8","","0.0611",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","2.436802831478417","14813","","","","","","0","0.6499","raw","","","1.49831","2602","2","0","","","0","","minimize","","","","0","25228","","","10432","","8193","6567","0","6438","0","","8192","","","0.0391",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.9804672840982676","22050","","","","","","0","1.3566","raw","","","1.32345","841","15","0","","","0","","minimize","","","","0","44654","","","17595","","8267","8915","0","8695","0","","8266","","","0.0649",""
"gecode","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","1200.05892199371","","","212","758","0.006083","1360","","1199.87","raw","","","0.125354","4116","1","","","29713989","0","","minimize","0","","","","","","59428174","","","873","","","","","","758","","6575729648","","1"
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","29.015105965547264","35930","","","","","","0","25.8917","raw","","","2.58294","3668","2","0","","","0","","minimize","","","","0","59146","","","24277","","21684","15912","0","15404","0","","21683","","","0.0982",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","1.5812746370211244","1631","","","","","","0","0.6232","raw","","","0.86582","841","27","0","","","0","","minimize","","","","0","6100","","","1103","","272","565","0","405","0","","271","40","","0.0043",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.821293968707323","9352","","","","","","0","1.3843","raw","","","1.24117","841","22","0","","","0","","minimize","","","","0","12168","","","4834","","8267","4555","0","4395","0","","8266","10","","0.0306",""
"gecode","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","1200.0657986300066","","","121","338","0.002801","487","","1199.9","raw","","","0.083757","2183","4","","","63653494","0","","minimize","0","","","","","","127307243","","","358","","","","","","338","","8917531809","","4"
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","7.259106718935072","45508","","","","","","0","3.055","raw","","","3.39818","6493","9","0","","","0","","minimize","","","","0","64083","","","28424","","34049","21081","0","21073","0","","34048","","","0.1221",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","SATISFIED","601.4575314661488","2255","","","","","","0","600.1337","raw","","","1.21213","1842","2","0","","","0","","minimize","","","","0","8267","","","1758","","668","698","0","677","0","","667","82","","0.0063",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","604.0329008065164","31365","","","","","","0","600.2826","raw","","","2.99663","5618","2","0","","","0","","minimize","","","","0","37547","","","15638","","28872","15504","0","14917","0","","28871","18","","0.1016",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","SATISFIED","601.2547589056194","2661","","","","","","0","600.1302","raw","","","1.01133","3536","18","0","","","0","","minimize","","","","0","9155","","","1360","","758","1125","0","699","0","","757","98","","0.007",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","9.298136522062123","1613","","","","","","0","8.3465","raw","","","0.860087","1041","3","0","","","0","","minimize","","","","0","6053","","","1103","","272","555","0","405","0","","271","40","","0.0043",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","71.16572659183294","20227","","","","","","0","68.9108","raw","","","1.86405","3102","2","0","","","0","","minimize","","","","0","26066","","","12049","","16518","9665","0","9722","0","","16517","","","0.0639",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","4.6305798487737775","24264","","","","","","0","1.6913","raw","","","2.43718","4502","9","0","","","0","","minimize","","","","0","27653","","","12546","","23318","11998","0","12020","0","","23317","8","","0.0738",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","SATISFIED","601.4227217193693","2584","","","","","","0","600.1193","raw","","","1.19012","1929","18","0","","","0","","minimize","","","","0","8938","","","1494","","506","969","0","594","0","","505","70","","0.0076",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","13.73409201670438","25633","","","","","","0","11.5206","raw","","","1.81999","2158","2","0","","","0","","minimize","","","","0","40233","","","17230","","16689","11469","0","11415","0","","16688","","","0.0709",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","0.30191239435225725","","31784","71","134","0.034","32175","","0.047","raw","","0.042","0.10691","3668","7","","100","100","0","0.0","minimize","8","389","620","","","0.0","1116","","0.19","442","","","","","1638164667","262","","13368","",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","ERROR","","3608","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.55426","","","0","","","0","","minimize","","","","0","10201","","","2562","","1858","1326","0","1348","0","","1857","240","","0.0105",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","3.820425594225526","24264","","","","","","0","0.7127","raw","","","2.58886","4502","6","0","","","0","","minimize","","","","0","27653","","","12546","","23318","11998","0","12020","0","","23317","8","","0.0727",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","OPTIMAL_SOLUTION","2.8022019807249308","18005","","","","","","0","0.6345","raw","","","1.80039","1246","2","0","","","0","","minimize","","","","0","20953","","","9157","","16972","8907","0","8764","0","","16971","10","","0.0509",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","OPTIMAL_SOLUTION","23.020495349541306","51705","","","","","","0","18.6616","raw","","","3.54384","5018","2","0","","","0","","minimize","","","","0","89060","","","35774","","28872","22573","0","21707","0","","28871","","","0.1543",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","SATISFIED","603.0782843809575","4387","","","","","","0","600.1662","raw","","","2.69608","7765","2","0","","","0","","minimize","","","","0","14907","","","3448","","1554","1408","0","1470","0","","1553","204","","0.0152",""
